"Live now, a more serious video as Matt and Amy sit down and talk about #Coronavirus and how’s it’s affecting Theme Parks in the UK. Listener Q&A follows at the end. 
Coronavirus - How It's Affecting UK Theme Parks | Hangtime Extra 3 https://youtu.be/KiVasgUgO6o "
"Live now, a more serious video as Matt and Amy sit down and talk about #Coronavirus and how’s it’s affecting Theme Parks in the UK. Listener Q&A follows at the end. 
Coronavirus - How It's Affecting UK Theme Parks | Hangtime Extra 3 https://youtu.be/KiVasgUgO6o "
