"Its covid-19 or coronavirus (or SAV-CoV-2) not the chinese virus , thank you :)"
Thats because they dont have a n y other names other than the scientific terms which are Zaire ebolavirus and Zika virus just use Covid-19 or corona virus and not be a xenophobic asshole its not that difficult!
