Elections expert lays out why coronavirus could lead to a ‘nightmare scenario’ in November - 
‘Delusional’: ‘Pharma Bro’ Martin Shkreli trying to get out of jail so he can find a coronavirus cure – Feds say no 
‘A phantom plague’: Evangelicals who defied social distancing guidelines are dying of coronavirus in frightening numbers 
