"Nah. Gap down is from $GILD trials news. Any ""back to work soon"" news will drive down coronavirus safe havens."
"Interesting discussion here of how this particular group intends to approach getting patients comfortable with coming back to doctors’ offices, hospitals, etc for non-coronavirus-related visits. "
"Amid protests, New York continues to battle coronavirus "
CDC to resume regular coronavirus briefings after being sidelined by White House 
"Coronavirus, Racism and Injustice: No One Is Coming to Save Us "
Having fun not distancing #colorado #covid #coronavirus 
