Oh no! Coronavirus! Oh no! More innocent black lives taken away! Oh cool! A rocket ship! Is this really the America that I come home to?! This is too much to fathom #SpaceX #GeorgeFloyd #BlackLivesMatter #AloneTogether #Solidarity #NotMyPresident
I feel the #SpaceX launch is a metaphor for America running away from its own social and political issues #BlackLivesMatter #GeorgeFloyd #AloneTogether #Coronavirus #COVID19
