Another BPO coronavirus patient this Nazi government is as stubborn as a mule. They are to be called for who they are stupid set of people only a few have a little sense. Are they on a mission to make their prediction of 1.8million infection come to pass? Wicked and callous govt
"36 Jamaicans murdered so far this week, child sexual abuse up my 70% since covid 19, poverty increase 18%year to date. Where is the government hiding behind coronavirus. This government has mastered the art of deception."
