"Coronavirus Watch in Mideast, May 30: http://xhne.ws/qD5vi --Turkey's COVID-19 cases reach 163,103 with 4,515 deaths; --Iran's tally hits 148,950 with 7,734 deaths; --Egypt reports highest 1,367 daily new cases; --Israel's active cases drop below 2,000."
"#Coronavirus latest in Europe: http://xhne.ws/Zez6A -- UK #COVID19 death toll rises by 215 to 38,376 -- Active infections drop by 2,484 to 43,691 in Italy -- France sees fewer hospitalized patients for 7th week -- Spain's death toll rises by 4 to 27,125"
