"An actual experienced dentist. #covid19 #dentist #coronavirus #assistant #infection #aerosol #ppe #afraid , @cdc @osha @ada @who @gov @doh @newsstations @trump ttps://youtu.be/bHTD7RU79ls"
Every week I tweet out and ask you to prepare your heart for tomorrow and #pray for your pastor. Given the upheaval from #COVID19 and when to have in person services again I’m pleading with you more than ever to do so this week // #SpiritualWarfare #CoronaVirus #CoronavirusUSA
The world's new #Covid-19 epicenter could be the worst yet // #LatinAmerica #CentralAmerica #Mexico #MexicoCity #Coronavirus #CoronavirusPandemic
