"to risk it, so am I,” she said. Kartika, an Indonesian student at a Hong Kong university, said she was “active as usual” through the coronavirus outbreak, with one or two hook-ups a week]]] "
"Mira lo post-sexual que és l'època per als homes d'alt estatus i les dones (1,2). Give me a break. (1) Love in the time of coronavirus? Around the world dating finds a way. Reuters (2020). [[[Nonetheless Kelsey, 29, from Connecticut, said most people she found on Tinder..."
