"Minneapolis, the Coronavirus, and Trump’s Failure to See a Crisis Coming "
"Black Journalists Are Exhausted ""Two weeks ago, when I first pitched this essay about the unique stressors that many black journalists experience while covering the #coronavirus pandemic, I pointed to the glaring racial disparities in deaths..."" "
