"My mom: “Even though we don’t go to temple anymore, we are going once after coronavirus is over.”"
have made it so that each coronavirus relief bill (5 I think in total) that got passed would've put money in your pockets. But they didn't! The first bill got $5 TRILLION dollars given to corporations and only a one-time $1200 check to *some* people. Supported by both parties!
