"me!me!me! pay attention to ME!!!!! Thunberg said “like the climate crisis, the coronavirus pandemic is a child-rights crisis” that will affect youngsters now and in the long-term, especially the most vulnerable"""
"Overlords False Flag event to incite a nice little race war to keep those home fires burning. Got to admit the Deep State is smooth. Coronavirus Op to Police Brutality/Race Riot Op without missing a ""breath."" Smooth. (Patiently waiting for the space alien invasion hoax)"
