"And, in case anyone says ""Tell the #protesters to stay home, then!"", they are out there fighting something much older than #coronavirus , that can kill or deny you ""your life"" much quicker, and there aren't labs and scientists around the globe working to cure it."
"And let's do something about #UniversalBasicIncome/ #UBI , before me and 6 other (mostly ""at risk"") people become homeless in less than a month and join the #protests /#riots2020 ? I'd already be out there if not for #coronavirus , and without a home I'll have no choice."
