BBC News - Coronavirus: Shielders in England allowed outdoors again from Monday 
"BBC News - Coronavirus: Shielders in England allowed outdoors again from Monday https://www.bbc.com/news/health-52862440 We are not dying fast enough to aeive ""Herd Immunity"" More lambs to the slaughter now please"
