"Coronavirus update, Africa: - South Africa: 354 new cases - Egypt: 226 new cases - Algeria: 199 new cases - Nigeria: 196 new cases - Tanzania: 181 new cases - Guinea: 111 new cases - Cameroon: 101 new cases - Morocco: 69 new cases - Senegal: 59 new cases - Sudan: 57 new cases"
"JUST IN: Nigeria reports 196 new cases of coronavirus, 1,728 cases in total. Nigeria's largest daily increase so far."
NEW: 80 workers at cheese plant in Colorado test positive for coronavirus.
