Coronavirus: US top infectious disease doctor says drug trial shows 'quite good news' #Coronavirus 
"@AFL working on finals series WITH crowds. Crowds would be capped for each game at 30,000 seats adhering to the strict social distancing rules to beat #coronavirus In theory this would allow one fan per three seats "
Cross River is the only State without Corona virus in Nigeria. 
Why this even a news? People watched them before because of coronavirus. There is no reason to watch them now. I stoped listening them like end of last month. I dont give a f**k what the do now.
The Trumpvirus is more deadly than the Coronavirus. 
