#RubyPrincess' owners will have to rename their death ship. #coronavirus #Auspol #LNPfail
"Why not err on the side of caution, they may not be 100% effective but they do help you to stop touching your face. Totally agree medical grade masks must be preserved for health workers though. #coronavirus #Auspol #LNPfail"
Palmer's still keeping up the pressure on the @ScottMorrisonMP COALition with suck up deals like HCQ. #ClimateChange #Renewables #coronavirus #Auspol #LNPfail
"The one boat @PeterDutton_MP didn't stop has caused so much death and grief. Shame on him and his ""Leader"" @ScottMorrisonMP. #NotMyPM #RubyPrincess #coronavirus #Auspol #LNPfail"
"Aussie COVID-19 cases plunge as UK death toll soars http://www.couriermail.com.au/coronavirus/news-story/d81f6cf1eccc164a2afed30eb4aaff2a Greg Hunt: “There was only one case from an unknown source, only one case of community transmission across Australia,” So do we really NEED that #COVIDsafe app? #coronavirus #Auspol #LNPfail"
