Organizers are trying to figure out how to let the tennis tournament go ahead amid the coronavirus crisis. https://trib.al/vXL04ct
"Gov. Andrew Cuomo speaks out about ""inequality in healthcare"" and announces 10 new testing sites across coronavirus hotspots in New York. https://trib.al/aFsh4yC"
"The governor also called for an end to ""inequality in healthcare,"" with new testing sites in minority communities hit hard by coronavirus. https://trib.al/4I2NoZk"
