"Um, so did the state of Georgia just full on stop giving a damn about...anything? #DrivingLicense #Coronavirus #Quarantineife #StayHome"
The way @Twitter has been acting is as if it was sick with #COVID19 and has been under quarantine for 24 hours. Now it's just gradually gaining back functionality. #TwitterDown #Coronavirus #StayHome
