1. Social Distancing 2. Whistleblower 3. Impeachment 4. Coronavirus All 4 democratic driven bullsh!t
My #mask situation is getting #legit. • ##Coronavirus #COVID19 @Fort Lauderdale-Hollywood International Airport https://www.instagram.com/p/CA1L74XpiGd/?igshid=e61pq9ky4hka
"Like, the other day, ""Planet of the Apes"" was trending on Twitter, and I was SO SURE it was gonna be some racist bullshit based on protests... it was monkeys stealing COVID vials from a lab in India, and I'm like, oh right! Coronavirus! Fucking forgot about that one!"
