Americans for Innovation: WEAPONIZED CORONAVIRUS IS AN ANGLO-AMERICAN PILGRIMS SOCIETY ATTACK ON NON-GLOBALIST AMERICA WHILE BLAMING CHINA: https://americans4innovation.blogspot.com/2020/03/weaponized-coronavirus-is-anglo.html
"New data on Gilead’s remdesivir, released by accident, show no benefit for coronavirus patients.... https://www.statnews.com/2020/04/23/data-on-gileads-remdesivir-released-by-accident-show-no-benefit-for-coronavirus-patients/ via @statnews"
"Coronavirus Patents: China Files for Remdesivir Patents, but Gilead Sciences Will Still Come Out a Winner "
