"You arent getting what im saying. Your privilege is that you dont have to focus on cop killings because that doesnt affect you at all. WE have to focus on both the coronavirus, which kills more of us than you, and police killing us for no good reason. ONE OF THOSE will stay"
"Breonna Taylor, stayed INSIDE her home after helping people and cops came in and shot her. You don’t understand because it doesnt affect you in anyway. The coronavirus will come and go but police killings unfortunately wont unless something happens or something is done"
