"Current updates on coronavirus in Israel Cases: 15,834 Deaths: 215 Recovered: 8,223 Population: 8,884 Million "
"Coronavirus, worldwide. Cases: 3,190,000 Deaths: 226,000 Recoveries: 988,000 Source: The Spectator Index"
