Iowa officials won't disclose coronavirus outbreaks at meatpacking plants unless media asks https://www.desmoinesregister.com/story/news/politics/2020/05/27/iowa-wont-disclose-covid-19-outbreaks-businesses-unless-media-asks-kim-reynolds/5267413002/ via @DMRegister
Iowa Tyson Foods Plant Halting Operations After 500+ Workers Test Positive for Coronavirus https://www.democracynow.org/2020/5/29/headlines/iowa_tyson_foods_plant_halting_operations_after_500_workers_test_positive_for_coronavirus via @democracynow
