"Covid-19 has been shown to damage multiple organ systems, including the lungs, the heart, the kidneys, and the brain. #coronavirus #medicine #health \\ The New Yorker \\"
CU Boulder researcher Daniel Larremore and several colleagues from Colorado joined a nationwide study that seeks to use social media data to better understand how coronavirus cases might grow and travel in the coming weeks. #data #C19 \\ Tech Xplore \\
"Covid-19 has been shown to damage multiple organ systems, including the lungs, the heart, the kidneys, and the brain. #coronavirus #COVID19 #health #pandemic #disease \\ The New Yorker \\"
