"@CNNWorld The USNS Mercy, docked at the Port of Los Angeles, will be taking seniors from nursing homes that haven't tested positive for the coronavirus, CA Gov. Newsom announced on April 10th. Using the USNS Mercy for non-coronavirus patients will “help decompress the system.” "
"Well now we know, racism trumps coronavirus."
