"“The Brazilian president, Jair Bolsonaro, has repeatedly dismissed the risks from coronavirus, defied his own government’s advice and pushed states to reopen beauty parlours as the death toll climbed - displaying overall attitude world leaders such /…"
"“South Africa’s detected coronavirus infections now exceed 30,000, the country’s health minister Zweli Mkhize said on Saturday.” "
