"Azerbaijan has registered 4,759 confirmed cases of the new coronavirus and 56 deaths as of Friday."
"I was right: Azerbaijan had extended its quarantine regime and border closure because of the coronavirus outbreak until June 15. Despite the extension, shopping centres, cinemas, restaurants and cafes will reopen starting from May 31."
