My Money: 'Our alternative quarantine holiday': Alyssa Hulme from Utah in the US takes us through her weekly spending during the coronavirus pandemic. https://bit.ly/2TRno5K
"Coronavirus: Pret a Manger plans rent talks in bid to avoid closures: The sandwich chain is ""radically"" changing its business model in the wake of the coronavirus epidemic. https://bit.ly/2zDQDSG"
