"Vote-by-mail elections could be at risk this year unless the federal government helps bolster a U.S. Postal Service that has been financially hobbled by the novel coronavirus, Washington Secretary of State Kim Wyman said "
"Since 2000 we've had the dotcom crisis, subprime mortgage crisis, and the coronavirus crisis. Maybe the problem is capitalism?"
