New ‘The Bachelor’ Series Set for Summer Following ‘Bachelorette’ Coronavirus Shutdown (EXCLUSIVE) https://variety.com/2020/tv/news/the-bachelor-new-summer-series-bachelorette-coronavirus-shutdown-1234591220/ via @variety
"Gilead's coronavirus treatment remdesivir just succeeded in a crucial study, raising hopes for a first COVID-19 drug https://www.businessinsider.com/coronavirus-treatment-gilead-says-positive-data-remdesivir-from-niaid-study-2020-4?utmSource=twitter&amp;utmContent=referral&amp;utmTerm=topbar&amp;referrer=twitter via @businessinsider"
