"Its not only Blacks and Hispanics suggesting men are not included but stats say its More MEN dying from coronavirus than women, data suggests Faucci, Brix and President Trump seem to forget Men...Feminists warn not to mention MEN https://fxn.ws/3bcVgjt #FoxNews"
"We would NEVER EVER FOLLOW you @DrTedros We know what you did, You killed Millions of People with China's Killer Coronavirus by keeping secret this deadly pandemic coming to countries https://twitter.com/CarlosAlvQ/status/1266450570417786882"
