"'So what?': Bolsonaro shrugs off Brazil's rising coronavirus death toll. “Bolsonaro isn’t just an awful politician and a bad president, he’s a despicable human being,” tweeted Marcelo Freixo, a leftwing opponent. “My name’s Messiah,” #Bolsonaro"
'So what?': Bolsonaro shrugs off Brazil's rising coronavirus death toll | World news | The Guardian 
#Sweden #coronavirus experiment has well and truly failed | WIRED UK 
