Pelosi names the Democrats who'll sit on the new Select Committee on the Coronavirus Crisis: • Majority Whip Jim Clyburn • Chairwoman Maxine Waters • Chairwoman Carolyn Maloney • Chairwoman Nydia Velázquez • Chairman Bill Foster • Chairman Jamie Raskin • Chairman Andy Kim
Pelosi names the Democrats who'll sit on the new Select Committee on the Coronavirus Crisis: • Majority Whip Jim Clyburn • Chairwoman Maxine Waters • Chairwoman Carolyn Maloney • Chairwoman Nydia Velázquez • Chairman Bill Foster • Chairman Jamie Raskin • Chairman Andy Kim
