SNP separatists strategy have now resorted close Scotland's border to England prevent coronavirus spreading further seal the border have Police Scotland patrol border they're taken measures to end the quarantine lift restrictions re-open Scotland 
I agree with @Ianblackford_MP He clearly has the best interest of his constituents at heart. An outbreak of coronavirus would be devastating in an Island community with limited medical resources. Why are people even considering travelling to remote places at this time
A haven’t heard fuck all about coronavirus for the last 3 days and it’s been great
