Covid-19 spreading too fast to lift UK lockdown - Sage adviser | Coronavirus outbreak - The Guardian https://nzzl.us/im3xmos via @nuzzel
"Coronavirus: Risk in UK lockdown easing too soon, warn scientists - BBC News https://nzzl.us/kqez7Cq via @nuzzel thanks @Kennyaberdeen"
Why I quit working on Boris Johnson's 'world-beating' test-and-tracing system | Coronavirus outbreak https://nzzl.us/REtKprn via @nuzzel
