"@Topsy71452: Russia collusion: FAIL Stormy Daniels: FAIL Brett Kavanaugh: FAIL Ukraine Phone Call: FAIL Impeachment: FAIL Coronavirus: FAIL Lockdowns: FAIL What's next? How about inciting race riots across USA, institute martial law, &amp; keep ppl in homes 'til after the election. "
"@Topsy71452: Russia collusion: FAIL Stormy Daniels: FAIL Brett Kavanaugh: FAIL Ukraine Phone Call: FAIL Impeachment: FAIL Coronavirus: FAIL Lockdowns: FAIL What's next? How about inciting race riots across USA, institute martial law, &amp; keep ppl in homes 'til after the election. https://twitter.com/AnnCoulter/status/1266807962401677315"
