"Golfers, many of them in masks, hit the links in Miami, Florida, as the city begins easing restrictions made due to the COVID-19 pandemic. The state has reported nearly 33,000 coronavirus cases and 1,200 deaths. https://abcn.ws/2W59pte"
"On @ABCNewsLive, we have the latest on the novel coronavirus pandemic after the U.S. death toll from COVID-19 tops 60,000. We report on communities most at-risk for contracting the virus, and have an update on the U.S. economy. WATCH LIVE: "
Democratic lawmakers are questioning the accuracy of a number of coronavirus antibody tests seen as crucial to reopening the economy. 
