"GE closing New Orleans tech center, laying off 100 employees amid coronavirus cuts "
"Vincent Harris, a 54-year-old Navy veteran in Missouri, used to describe himself as a proud ""deplorable."" But Trump's coronavirus response has made him reconsider whether he'll vote for the president in 2020. "
