"I wrote a thread about Tara Reade. I kept hitting the add a tweet button, but it still messed it up. Anyway, I hope that you will read and share it. #wiunion #wipolitics #wiright #Covid_19 #COVID19 #coronavirus #VoteBlue2020"
"I will vote for Biden. I will pray for Tara Reade. She has sung Biden’s praises loudly over the years. I have never, not once said anything complementary about my rapist and yes, I knew and worked with him. #VoteBlue2020 #PutinsPuppet #coronavirus #COVID19 #wiunion #wipolitics"
