"'Clear-cut' evidence coronavirus drug remdesivir works, Fauci says https://www.nbcnews.com/health/health-news/coronavirus-drug-remdesivir-shows-promise-large-trial-n1195171 via @nbcnews"
"""As many as 100 potential #COVID19 candidate #vaccines are now under development by biotech and research teams around the world"" #German company begins human trials of #coronavirus vaccine | Germany News | Al Jazeera - "
SOROS cured the Corona virus.
