"Brazil reaches 27,878 coronavirus deaths, surpasses Spain Coronavirus deaths in Brazil reached 27,878, the Health Ministry said on Friday, surpassing Spain to become the fifth ranking nation in the number of dead. "
"Pangolins may have incubated the novel coronavirus, gene study shows - Thx ⁦@maggiemfox⁩ More evidence SARSCoV2 didn’t come from a laboratory. Trafficking illegal endangered species (Pangolins) caused a pandemic spillover event. ⁦@DavidQuammen⁩"
