Don't forget that COVID-19 is still running rampant & people are still dying. Coronavirus in Georgia: Latest COVID-19 updates in Atlanta and state 
"Like congrats on your new job, but you didn’t need to hashtag coronavirus or covid19 or newjob,,, it’s worth noting he also has not shared any Black Lives Matter content or spoken about it to me. Let me just be glad I realized it now and not later down the road."
