"Coronavirus In L.A. County: Backlog Causes New Cases To Jump By Nearly 1,000 "
I say bull crap..I dont believe him. Dr. Anthony Fauci says some leagues might have to skip season due to coronavirus pandemic 
"With Roberts' Vote, SCOTUS Shoots Down Challenge on Church Service Limits During Coronavirus Lockdown "
