Nuclear weapons probably destroy the coronavirus too. Will Donald Trump recommend them next? #Covid19 #TrumpVirus #TrumpCatastrophe
#CORONAVIRUS NEWS: Joint AI Center Accelerating Work Despite Pandemic | Story by @YasminTadjdeh | @DoDJAIC @CSIS
