"With the national emergency of the coronavirus pandemic, college students’ lives have been upended as they have been asked to leave campus and adjust to new living situations. Read more: https://bit.ly/2Sk1Cqd #CollegeStudent #COVID19 #CollegeGraduate"
When coronavirus keeps you from the salon and you need a relaxer appointment .. you call Whitney and she hooks you up bone straight look at you now .. she cute LOL #MasterHairStylist #DivaONNEexclusiveSalon… https://www.instagram.com/p/CA0_2QzgoIl/?igshid=rgz9o1p35t2y
