INTHENEWS: Coronavirus: Tory MPs call for change in 2m social distancing rule to 1.5m. Neither are really practical are they? I went in a medium sized shop today and I realised that you can't even get by another person.
INTHENEWS: Coronavirus: Italy's Tower of #Pisa reopens after three months shut. Just learned today that the Tower of Pisa is completely empty inside...it's just a tube. Bit like Diane Abbott's head
