"The failed coronavirus reaction and the racism and hate from the far right, especially in government, is going to feel the tidal wave this November."
Supreme Court Rejects Church's Challenge To California's Coronavirus Rules : Coronavirus Live Updates : NPR https://www.npr.org/sections/coronavirus-live-updates/2020/05/30/866097231/supreme-court-rejects-churchs-challenge-of-california-s-coronavirus-rules I cannot stop thinking of this gif.
