Coronavirus News: NYPD at Brooklyn funeral home after neighbors complain of foul odor https://abc7ny.com/health/police-at-nyc-funeral-home-after-neighbors-complain-of-foul-odor/6138044/ via @ABC7NY BodySealer would have solved the problem @Shivashade
Coronavirus News: NYPD at Brooklyn funeral home after neighbors complain of foul odor https://abc7ny.com/health/police-at-nyc-funeral-home-after-neighbors-complain-of-foul-odor/6138044/ via @ABC7NYNewsDesk The funeral home should of had my BodySealer product. No Odor leakage or refrigeration need. http://ShivaShade.com
Coronavirus News: NYPD at Brooklyn funeral home after neighbors complain of foul odor https://abc7ny.com/health/police-at-nyc-funeral-home-after-neighbors-complain-of-foul-odor/6138044/ via @ABC7NY Bodysealer Hertmetically Bio Containment. No refrigeration needed http://ShivaShade.com
