#Coronavirus @NBCNews #BelovedTeacher #Picture children mourning their teacher #Availability of #tests should never be determined by a Leader's desire for re-elected or financial gain #We need a person in charge who is not motivated by pruriant interests or $$@Ewarren https://twitter.com/NBCNews/status/1255623902644109313
"Beloved Brooklyn teacher, 30, dies of coronavirus after she was twice denied a COVID-19 test - ABC News - https://abcn.ws/2zFIJrv via @ABC #Coronavirus #A man would not have been told he was having a ""Panic Attack"" when it was #Coronavirus... Victim of multiple systems.."
