"@karenhunter @queenazsa @hosienation @AbeFroman Please have a look. This is from an RN, in the D.C area. The #globalmajority suffer different symptoms, when infected with #coronavirus. One of the major reasons why our community is dying at a higher rate: "
Corona virus is 30 points clear
