I wonder how many reports of coronavirus breaches police forces are receiving. This is keeping me awake tonight along with an unsettled boy.
"The rules are clear and they apply to all... ouch, someone is rattling cages...Dominic Cummings row: senior health official says lockdown rules 'apply to all' | Coronavirus outbreak | The Guardian "
