Atleast something else is going on we hear less of coronavirus. 
Didn't 300 odd people die yesterday from #coronavirus but let me guess you want us to move on? https://twitter.com/MattHancock/status/1266758277041401857
I really don't understand Karol Sikora's enthusiasm about coronavirus. He was last this excited about privatising the NHS.
BBC News - Coronavirus: Shielders in England allowed outdoors again from Monday 
Swiss Government Rejects $103 Million Bailout for Crypto Companies Battered by Coronavirus | Finance Bitcoin News 
"Coronavirus cases pass 6million worldwide as death toll soars over 367,000 "
