"I thought Trump would lose anyway because he’s a terrible person and doesn’t have an expansive enough base to carry him to victory even before the coronavirus and tanking economy. Now, combine those two things and everything else we know.. "
Americans don’t like that fact that this administration had no plan and still doesn’t to deal with the coronavirus and the economy has sunken to a place we haven’t seen since the Great Depression as a result. That’s why the polling data is what it is.
