Thousands have been supported into hotels during coronavirus. But now the Government must ensure no one has to go back to the streets. I’ve taken action with @StMungos – will you? https://bit.ly/2SWDqKR
Protect frontline workers and the public. Ban Facebook forums that spread lies about coronavirus and encourage protests against stay-at-home orders. 
