"Nah, you have been #Duped. #CoronaVirus has been around for over 10,000 years. It is no worse than it was last year, or the year before. The #UK are bullshitting about the death numbers to scare people. #EndTheLockdown Open the Hospitals."
The #Lockdown is wrecking peoples immune systems. When they do go out they will be at great risk of getting ill. The immune system is like a muscle that needs to be constantly kept up to strength. #CoronaVirus vs #CoronaBollox
#CoronaVirus 120k recovered in #Germany 853 in #UK ???
