"As the country reopens coronavirus is on the rampage, not in NY thanks to Cuomo, but in multiple States who didn't do what he did. Zeldin voted against another stimulus for US, for our STATE and to lower our taxes give us back our SALT tax deductions."
"Anarchists and White Supremacists #RussianInterference are the #EnemyofthePeople not the #FreePress WHY is #Trump helping them? He ALWAYS fights on the other side, for Russia for coronavirus - He's CRIPPLED US Intelligence leaving us open to #outsideinterference"
