Preston North End have confirmed striker Jayden Stockley was one of 10 positive Covid-19 tests across eight Championship clubs in the latest round of testing. Full story http://bbc.in/2ZTqf1x #bbcfootball #coronavirus 
"The #EFL have announced that 10 individuals have tested positive for coronavirus from eight different Championship clubs. In League Two, seven individuals have tested positive from three clubs. Full story https://bbc.in/2ZTqf1x #bbcfootball #Covid19"
Bournemouth goalkeeper Aaron Ramsdale says he has recovered from coronavirus after self-isolating for 14 days. Full story https://bbc.in/2MffizG #bbcfootball #afcb
