Quest Diagnostics' coronavirus antibody test is first available for purchase online https://fxn.ws/3aLBeMj #FoxBusiness
New York let coronavirus-infected nurses work in upstate nursing home https://nypost.com/2020/04/29/ny-state-let-coronavirus-infected-nurses-work-in-nursing-home/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypmetro
