Credit and Coronavirus: What You Need to Know: https://bit.ly/2TcKO51
'The Coronavirus pandemic has fueled speculation and discussion surrounding the development of ‘track and trace’ applications that we can all use on our smartphones. Find out how health technology teams are combating data ingestion. https://oal.lu/KaEwZ
