"Last day evening, 51 ‘Covid Patrol’ motorcycles of South Delhi District Police expressed their gratitude & solidarity to our front line corona warriors AIIMS Doctors & paramedics. They are the real Heroes. Women cops in the lead. #IndiaFightsCorona #TogetherWeCan #coronavirus "
"Now it sounds like even the govt has enough of the lockdown and is prepared to co-exist with corona virus. No way the spread of virus can be controlled if you are allowing inter-state movement, opening of places of worship etc. "
