"This. She stood up, people joined her, and the Government Backed Down. This is how we fight tyranny. Welcome to the Second American Revolution. Atta Girl. #Qanon #coronavirus https://twitter.com/BardsFM/status/1255635905726959617"
"He's counting on the majority of the sheeple still being asleep... Bill Gates Praises China, Slams U.S., on Coronavirus "
