"When the coronavirus struck the United States hard last month, 22-year-old entrepreneur David Zamarin knew his company needed a Plan B -- fast. As the economy essentially shut down, demand for his stain-resistant coatings was sure to drop. "
Twin sisters at Tyson Foods working to feed Americans amid coronavirus 
A divided Supreme Court on Friday rejected an emergency appeal by a California church that challenged state limits on attendance at worship services that have been imposed to contain the spread of the coronavirus: https://www.nwaonline.com/news/2020/may/30/supreme-court-rejects-challenge-limits-church-serv/?utm_medium=social&amp;utm_source=twitter_nwademgaz
