The coronavirus genome is like a shipping label that lets epidemiologists track where it's been https://theconversation.com/the-coronavirus-genome-is-like-a-shipping-label-that-lets-epidemiologists-track-where-its-been-136826?utm_source=twitter&amp;utm_medium=bylinetwitterbutton via @ConversationUS
IDC. I can’t wait until that White House burn tf down & for Donald Chump to catch the corona virus while he in it.
With all of this going on NOW x the Coronavirus is going to EXPLODE!!!
